Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2019,100733,,Exempt,840 S CANAL ST,,,true,NEAR WEST SIDE,,,,,,,,,,,,,,,,,,41.87093779,-87.64012731,"(41.87093779, -87.64012731)"
2019,175830,Riverfront Plaza,Not Submitted,2665 N Elston Ave,,0.0,false,LOGAN SQUARE,,,,,,,,,,,,,,,,,,41.93034981,-87.68219109,"(41.93034981, -87.68219109)"
2019,100623,1345 1359 W ESTES AVE,Not Submitted,1345 1359 W ESTES AVE,,0.0,false,ROGERS PARK,,,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2019,101867,125 South Wacker,Submitted,125 S Wacker Dr,60606,3.0,false,LOOP,Office,641962,1974,1,,61,40819939.7,,,,,63.6,,,,,,41.8797333,-87.63641137,"(41.8797333, -87.63641137)"
2019,172544,Tech Business Center,Submitted,3440 S DEARBORN ST,,1.0,false,DOUGLAS,,,,,,,,,,,,,,,,,,41.83131494,-87.62845898,"(41.83131494, -87.62845898)"
2019,160326,1010 W 35TH ST,Not Submitted,1010 W 35TH ST,,0.0,false,BRIDGEPORT,,,,,,,,,,,,,,,,,,41.83093022,-87.6519988,"(41.83093022, -87.6519988)"
2019,250016,Loyola Park,Not Submitted,1230 W Greenleaf Ave,,0.0,false,ROGERS PARK,,,,,,,,,,,,,,,,,,42.01090028,-87.66161276,"(42.01090028, -87.66161276)"
2019,125763,Kmart,Exempt,7050 S Pulaski Rd,,,true,WEST LAWN,,,,,,,,,,,,,,,,,,41.76348715,-87.72390353,"(41.76348715, -87.72390353)"
2019,102854,Hyde Park West Apartments & Townhomes,Not Submitted,5325  S COTTAGE GROVE AVE,,0.0,false,HYDE PARK,,,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,161901,Higgins C A -CPS,Not Submitted,11710 S Morgan St,,0.0,false,WEST PULLMAN,,,,,,,,,,,,,,,,,,41.68091744,-87.64744458,"(41.68091744, -87.64744458)"
2019,175113,,Exempt,8039 8045 S MANISTEE AVE,,,true,SOUTH CHICAGO,,,,,,,,,,,,,,,,,,41.7272413,-87.55513633,"(41.7272413, -87.55513633)"
2019,174693,809 E 40TH ST,Not Submitted,809  E 40TH ST,,0.0,false,OAKLAND,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,251880,Tonti -CPS,Not Submitted,5815 S Homan Ave,,0.0,false,GAGE PARK,,,,,,,,,,,,,,,,,,41.78740764,-87.70774371,"(41.78740764, -87.70774371)"
2019,255956,465 N Park Dr,Not Submitted,465 N Park Dr,,0.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.89524,-87.6232,"(41.89524, -87.6232)"
2019,106128,,Exempt,5530 5548 N SHERIDAN RD,,,true,EDGEWATER,,,,,,,,,,,,,,,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2019,175330,,Exempt,7107 7129 S BENNETT AVE,,,true,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,250079,Ada S Dennison-McKlinley Apts,Not Submitted,661 E 69th St,,0.0,false,WOODLAWN,,,,,,,,,,,,,,,,,,41.769414,-87.608999,"(41.769414, -87.608999)"
2019,251489,Stowe -CPS,Not Submitted,3444 W Wabansia Ave,,0.0,false,HUMBOLDT PARK,,,,,,,,,,,,,,,,,,41.91251827,-87.71313894,"(41.91251827, -87.71313894)"
2019,103781,625 N Michigan Ave,Submitted,625 N Michigan Ave,,4.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.893122,-87.624155,"(41.893122, -87.624155)"
2019,159575,Webster House Apartments,Not Submitted,2150 N LINCOLN PARK,,0.0,false,LINCOLN PARK,,,,,,,,,,,,,,,,,,41.92173911,-87.63682868,"(41.92173911, -87.63682868)"
2019,251545,Metcalfe Math And Science -CPS,Not Submitted,12339 S Normal Ave,,0.0,false,WEST PULLMAN,,,,,,,,,,,,,,,,,,41.66947303,-87.63400634,"(41.66947303, -87.63400634)"
2019,164102,First Presbyterian Church,Not Submitted,6400 S Kimbark Ave,,0.0,false,WOODLAWN,,,,,,,,,,,,,,,,,,41.77840382,-87.59508184,"(41.77840382, -87.59508184)"
2019,101713,Aon Center,Submitted,200 E Randolph St,60601,3.5,false,LOOP,Office,3193966,1972,1,,76,115544104.5,104670562.1,,,,92.6,,,,,,41.88529085,-87.62152084,"(41.88529085, -87.62152084)"
2019,250017,Humboldt Park,Not Submitted,1440 N Sacramento Dr,,0.0,false,NORTH LAWNDALE,,,,,,,,,,,,,,,,,,41.906756,-87.701357,"(41.906756, -87.701357)"
2019,250018,Douglas Park,Not Submitted,1401 S Sacramento Dr,,0.0,false,NORTH LAWNDALE,,,,,,,,,,,,,,,,,,41.8623929,-87.69974253,"(41.8623929, -87.69974253)"
2019,250019,Calumet Park,Not Submitted,9801 S Avenue G,,0.0,false,EAST SIDE,,,,,,,,,,,,,,,,,,41.71338088,-87.52791304,"(41.71338088, -87.52791304)"
2019,101748,One South Wacker,Submitted,1 S Wacker,60606,3.5,false,LOOP,Office,1343438,1982,1,,80,65204718.9,,,,,49.1,,,,,,41.88155817,-87.63615089,"(41.88155817, -87.63615089)"
2019,171956,465 W CERMAK RD,Not Submitted,465 W CERMAK RD,,0.0,false,ARMOUR SQUARE,,,,,,,,,,,,,,,,,,41.85228915,-87.63994745,"(41.85228915, -87.63994745)"
2019,173914,Jeffery Plaza,Exempt,2101 E 71ST ST,,,true,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76509567,-87.57550953,"(41.76509567, -87.57550953)"
2019,116644,2019 - 60 E 36th,Not Submitted,60  E 36TH PL,,0.0,false,DOUGLAS,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,167641,Mason Elementary -CPS,Not Submitted,4217 W 18th St,,0.0,false,NORTH LAWNDALE,,,,,,,,,,,,,,,,,,41.856933,-87.730587,"(41.856933, -87.730587)"
2019,125543,Lincoln Village 1,Not Submitted,6103 N LINCOLN AVE,,0.0,false,NORTH PARK,,,,,,,,,,,,,,,,,,41.99301656,-87.71161461,"(41.99301656, -87.71161461)"
2019,101815,"Magnolia Gardens, LLC",Submitted,4845 4859 N MAGNOLIA AVE,60640,3.5,false,UPTOWN,,,,,,71,444508.5,3453208.1,,,,76.4,95.5,75.5,,,,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2019,103598,222 N LaSalle St,Submitted,222 N LaSalle St,60601,4.0,false,LOOP,Office,1217630,1986,1,,80,53329116.4,,,,,43.8,,,,,,41.88651518,-87.6332446,"(41.88651518, -87.6332446)"
2019,103602,190 S LaSalle St,Submitted,190 S LaSalle St,60603,3.5,false,LOOP,Office,882560,1985,1,,73,60852678.8,973320.2,,,,70.1,,,,,,41.8797561,-87.63268685,"(41.8797561, -87.63268685)"
2019,129245,Mill Works,Not Submitted,2011 2023 W BELMONT AVE,,0.0,false,NORTH CENTER,,,,,,,,,,,,,,,,,,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
2019,117367,Merrimac Square II,Not Submitted,6526  W IRVING PARK RD,,0.0,false,DUNNING,,,,,,,,,,,,,,,,,,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2019,172542,Lake Vista Apartments,Not Submitted,1430  S INDIANA AVE,,0.0,false,NEAR SOUTH SIDE,,,,,,,,,,,,,,,,,,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2019,250020,Gage Park,Not Submitted,2411 W 55th St,,0.0,false,GAGE PARK,,,,,,,,,,,,,,,,,,41.79382847,-87.68432907,"(41.79382847, -87.68432907)"
2019,101919,Marquette Building,Not Submitted,140 S Dearborn St,,0.0,false,LOOP,,,,,,,,,,,,,,,,,,41.87977522,-87.62973114,"(41.87977522, -87.62973114)"
2019,104879,2600 N Hampden,Submitted,2600  N HAMPDEN CT,60614,4.0,false,LINCOLN PARK,,,,,,74,2725007.8,,,,,41.9,117.4,41.1,,,,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2019,114874,4900 4918 S DREXEL BLVD,Not Submitted,4900 4918 S DREXEL BLVD,,0.0,false,KENWOOD,,,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,101751,,Exempt,7500  S SOUTH SHORE DR,,,true,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,100469,5527 5537 S EVERETT AVE,Not Submitted,5527 5537 S EVERETT AVE,,0.0,false,HYDE PARK,,,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,120445,1 - 15 E Oak St,Not Submitted,1 - 15 E Oak St,,0.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.90069946,-87.627748,"(41.90069946, -87.627748)"
2019,123973,Dream Town,Exempt,4032 W Madison St,,,true,WEST GARFIELD PARK,,,,,,,,,,,,,,,,,,41.88110552,-87.72691131,"(41.88110552, -87.72691131)"
2019,128007,7248 7256 N WESTERN AVE,Not Submitted,7248 7256 N WESTERN AVE,,0.0,false,WEST RIDGE,,,,,,,,,,,,,,,,,,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2019,101329,340 E 38TH ST,Not Submitted,340  E 38TH ST,,0.0,false,DOUGLAS,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,159044,Lidia Puchinska Apartments,Not Submitted,838 N Noble St,,0.0,false,WEST TOWN,,,,,,,,,,,,,,,,,,41.89750905,-87.66328018,"(41.89750905, -87.66328018)"
2019,128088,Fairmont Care Center,Not Submitted,5061  N PULASKI RD,,0.0,false,ALBANY PARK,,,,,,,,,,,,,,,,,,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
2019,115775,6715 6723 S PAXTON AVE,Not Submitted,6715 6723 S PAXTON AVE,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,101969,Chicago Temple Building,Submitted,77 W Washington,60602,,true,LOOP,Office,238531,1924,1,,,9930486.1,,,,,,,,,,,41.88285519,-87.6306155,"(41.88285519, -87.6306155)"
2019,109510,4922 4942 S CORNELL AVE,Not Submitted,4922 4942 S CORNELL AVE,,0.0,false,KENWOOD,,,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,128170,Brewery Apartments,Not Submitted,1301 1311 W FLETCHER ST,,0.0,false,LAKE VIEW,,,,,,,,,,,,,,,,,,41.93884641,-87.66171973,"(41.93884641, -87.66171973)"
2019,102239,1061  E 41ST PL,Not Submitted,1061  E 41ST PL,,0.0,false,OAKLAND,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,128243,4909 W DIVISION ST,Not Submitted,4909 W DIVISION ST,,0.0,false,AUSTIN,,,,,,,,,,,,,,,,,,41.90231302,-87.74920023,"(41.90231302, -87.74920023)"
2019,100001,Presence SMEMC St Elizabeth Campus,Submitted,1431 N Claremont Ave,60622,,true,WEST TOWN,Mixed Use Property,309056,1928,3,,,19078781.5,36039512.8,,,,178.3,,,,,,41.90743588,-87.68538017,"(41.90743588, -87.68538017)"
2019,100002,Clemente Community Academy HS -CPS,Not Submitted,1147 N Western Ave,,0.0,false,WEST TOWN,,,,,,,,,,,,,,,,,,41.90261979,-87.68613497,"(41.90261979, -87.68613497)"
2019,100019,Dixon Building,Submitted,411 - 415 S Wells St,60607,3.0,false,LOOP,Office,60000,1908,1,1,65,2766951.8,1770986.7,,,,75.6,160.1,74.5,,554.4,9.2,41.87642552,-87.63335549,"(41.87642552, -87.63335549)"
2019,100068,Joffco Square,Submitted,555 W Roosevelt Rd,60607,4.0,false,NEAR WEST SIDE,Other - Mall,95204,2008,1,,,6433462.5,1309073.4,,,,81.3,203.6,79.4,,1139.8,12,41.866867,-87.64144957,"(41.866867, -87.64144957)"
2019,100148,The Jeffery Cyril Building,Not Submitted,7144 7148 S JEFFERY BLVD,,0.0,false,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,100179,Saint Anthony Hospital - Main Hospital,Submitted,2875 W 19th St,60623,3.5,false,SOUTH LAWNDALE,Hospital (General Medical & Surgical),239057,1897,1,,72,21144112.8,40979741,,,,259.9,,,,,,41.85513555,-87.6978405,"(41.85513555, -87.6978405)"
2019,100211,73 East Lake,Submitted,73 E LAKE ST,60601,4.0,false,LOOP,,,,,,95,4405086.5,16983050.2,,,,71.6,101,69.9,,,,41.885241,-87.62546943,"(41.885241, -87.62546943)"
2019,100252,10426  S MICHIGAN AVE,Submitted,10426  S MICHIGAN AVE,60628,4.0,false,ROSELAND,Multifamily Housing,47039,2011,1,1460,85,1726157.4,79566,,,,38.4,104.5,38,,291.4,6.2,41.69755188,-87.61477587,"(41.69755188, -87.61477587)"
2019,100256,Curie Metropolitan HS -CPS,Not Submitted,4975 S Archer Ave,,0.0,false,ARCHER HEIGHTS,,,,,,,,,,,,,,,,,,41.802759,-87.722671,"(41.802759, -87.722671)"
2019,100317,C5504WAB (22251),Submitted,5500 5518 S WABASH AVE,60637,3.5,false,WASHINGTON PARK,Multifamily Housing,80000,1904,1,,57,651217.7,7365698.8,,,,100.2,119.5,97.2,,499.6,6.2,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,100332,Lindblom College Prep -CPS,Not Submitted,6130 S Wolcott Ave,,0.0,false,WEST ENGLEWOOD,,,,,,,,,,,,,,,,,,41.78206597,-87.67220934,"(41.78206597, -87.67220934)"
2019,100334,Gold Coast City-City Club,Not Submitted,860  N DEWITT PL,,0.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2019,100346,2609 W. Belmont Apartments,Submitted,2609 W BELMONT AVE,60618,4.0,false,AVONDALE,Multifamily Housing,87196,2013,1,,98,1592697.7,2659494.5,,,,48.8,,,,,,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
2019,100372,Holy Cross Hospial,Submitted,2701 W 68th St,60629,1.0,false,CHICAGO LAWN,Hospital (General Medical & Surgical),409910,1911,1,,7,31978321.7,128912488.5,,,,392.5,548.7,,,12167.2,29.7,41.770003,-87.690841,"(41.770003, -87.690841)"
2019,100375,C3600FRA (22112),Submitted,3600 3612 W FRANKLIN BLVD,60624,4.0,false,HUMBOLDT PARK,Multifamily Housing,63514,1917,1,3225,88,599566.9,3515383.9,,,,64.8,84.5,63.2,,286.5,4.5,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2019,100393,Ford City Mall,Submitted,7601 S Cicero Ave,60652,,true,WEST LAWN,Enclosed Mall,864923,1950,1,,,112895334.8,11780942.4,,,,144.1,,,,,,41.75582921,-87.73699268,"(41.75582921, -87.73699268)"
2019,100395,Daley,Not Submitted,7500 S Pulaski Ave,,0.0,false,WEST LAWN,,,,,,,,,,,,,,,,,,41.75629268,-87.72224,"(41.75629268, -87.72224)"
2019,100396,St. Rita of Cascia HS,Submitted,7740 S Western Ave,60620,3.0,false,ASHBURN,K-12 School,275768,1960,1,,66,5206623.3,15901599.3,,,,76.5,,,,,,41.75293115,-87.68297148,"(41.75293115, -87.68297148)"
2019,100397,Bogan HS -CPS,Not Submitted,3939 W 79th St,,0.0,false,ASHBURN,,,,,,,,,,,,,,,,,,41.749459,-87.720146,"(41.749459, -87.720146)"
2019,100417,Marist HS,Submitted,4200 W 115th St,60655,3.5,false,MOUNT GREENWOOD,K-12 School,241936,1963,2,,58,5339636.7,14460799,,,,81.8,,,,,,41.68539508,-87.72369345,"(41.68539508, -87.72369345)"
2019,100418,Morgan Park HS -CPS,Not Submitted,1744 W Pryor Ave,,0.0,false,MORGAN PARK,,,,,,,,,,,,,,,,,,41.69164701,-87.66578473,"(41.69164701, -87.66578473)"
2019,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,1.5,false,NEAR NORTH SIDE,Mixed Use Property,2290873,1970,1,,33,169520409.1,,,,,74,,,,,,41.89880204,-87.62297591,"(41.89880204, -87.62297591)"
2019,100433,Presence SMEMC St Mary Campus,Submitted,2233 W Division St,60622,2.0,false,WEST TOWN,Hospital (General Medical & Surgical),697454,1976,5,,43,67175456,109823482.7,,,,253.8,,,,,,41.90251573,-87.68336086,"(41.90251573, -87.68336086)"
2019,100438,Palmolive Building Condominium Association,Submitted,913 - 921 N Michigan Ave,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,397200,1929,1,,6,22679318.3,27950663.4,,,,127.5,,,,,,41.899795,-87.624109,"(41.899795, -87.624109)"
2019,100447,211 E Chicago Ave,Submitted,211 E Chicago Ave,,4.0,false,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.89644968,-87.62256575,"(41.89644968, -87.62256575)"
2019,100448,Hilton Chicago MM Suites,Submitted,198 E Delaware Pl,60611,3.0,false,NEAR NORTH SIDE,Hotel,314850,1989,1,,64,13629694.6,24760925.5,,,,121.9,203.8,121,,3582.7,11.4,41.89956332,-87.62215183,"(41.89956332, -87.62215183)"
2019,100470,Lawson Partners,Submitted,30 W Chicago,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,259349,1930,1,,46,7522818.5,26433709.8,,,,130.9,,,,,,41.896703,-87.629373,"(41.896703, -87.629373)"
2019,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W FARWELL AVE,60626,2.5,false,ROGERS PARK,Multifamily Housing,59000,1915,1,,54,724534.8,4150888.2,,,,82.6,108.3,81.8,,341,5.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2019,100489,,Exempt,4520 4528 S DREXEL BLVD,,,true,KENWOOD,,,,,,,,,,,,,,,,,,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,100507,4950 4952 S PRAIRIE AVE,Not Submitted,4950 4952 S PRAIRIE AVE,,0.0,false,GRAND BOULEVARD,,,,,,,,,,,,,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,100533,Englewood Academy HS -CPS,Not Submitted,6201 S Stewart Ave,,0.0,false,ENGLEWOOD,,,,,,,,,,,,,,,,,,41.78205573,-87.63426731,"(41.78205573, -87.63426731)"
2019,100572,Perspectives Middle Academy -CPS,Exempt,8131 S May St,,,true,AUBURN GRESHAM,,,,,,,,,,,,,,,,,,41.74538215,-87.65152078,"(41.74538215, -87.65152078)"
2019,100598,Farragut Career Academy HS -CPS,Not Submitted,2345 S Christiana Ave,,0.0,false,SOUTH LAWNDALE,,,,,,,,,,,,,,,,,,41.84837118,-87.70825259,"(41.84837118, -87.70825259)"
2019,100631,Hubbard HS -CPS,Not Submitted,6200 S Hamlin Ave,,0.0,false,WEST LAWN,,,,,,,,,,,,,,,,,,41.77984105,-87.71918715,"(41.77984105, -87.71918715)"
2019,100637,Addison Towers,Submitted,510 534 W ADDISON ST,60616,1.0,false,LAKE VIEW,Multifamily Housing,68667,1920,1,,8,1459519.8,7809399.4,,,,135,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2019,100668,Allstate Building,Exempt,3245 W ARTHINGTON ST,,,true,EAST GARFIELD PARK,,,,,,,,,,,,,,,,,,41.8704933,-87.70743828,"(41.8704933, -87.70743828)"
2019,100674,The Lofts at Arthington,Submitted,3301 W Arthington St,60624,4.0,false,NORTH LAWNDALE,Multifamily Housing,228897,1909,2,,96,2510910.9,11547444.8,,,,61.4,,,,,,41.87000549,-87.70831909,"(41.87000549, -87.70831909)"
2019,100683,7000 S PARNELL AVE,Not Submitted,7000  S PARNELL AVE,,0.0,false,ENGLEWOOD,,,,,,,,,,,,,,,,,,41.7761313,-87.64068948,"(41.7761313, -87.64068948)"
2019,100730,Congress Center,Submitted,525 W Van Buren,60607,4.0,false,NEAR WEST SIDE,Office,527238,2000,1,,75,26871390.2,,,,,51,,,,,,41.87630749,-87.6401831,"(41.87630749, -87.6401831)"
2019,100770,,Exempt,7419 7425 S COLFAX AVE,,,true,SOUTH SHORE,,,,,,,,,,,,,,,,,,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,100851,600 W Chicago,Submitted,600 W Chicago,60654,3.0,false,NEAR NORTH SIDE,Office,2146502,1908,1,,41,184658668.3,25929983,,27336856.8,,110.8,265.2,110.6,,33538.5,15.6,41.896501,-87.64288,"(41.896501, -87.64288)"
2019,100856,United Center,Submitted,1901 W Madison St,60612,2.0,false,NEAR WEST SIDE,Indoor Arena,960000,1994,2,206239,,102653875.6,15169580.2,,,,122.7,316,122.4,,17883.7,18.6,41.88067672,-87.67418207,"(41.88067672, -87.67418207)"
2019,100867,Rush University Medical Center,Submitted,1653 W Congress Pkwy,60612,1.0,false,NEAR WEST SIDE,Hospital (General Medical & Surgical),3894568,1982,19,,25,452426082,339200081.9,,,,263.2,,,,,,41.875121,-87.668005,"(41.875121, -87.668005)"
2019,100878,1521 1523 W SHERWIN AVE,Not Submitted,1521 1523 W SHERWIN AVE,,0.0,false,ROGERS PARK,,,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2019,100946,New Englewood Terrace Apartments,Submitted,6425 S Lowe,60621,4.0,false,ENGLEWOOD,Multifamily Housing,325680,1966,1,,89,4970270.6,14534583.4,,,,59.9,89.6,59.2,,1598.9,4.9,41.77724863,-87.64053938,"(41.77724863, -87.64053938)"
2019,100947,C7131YAT (22222),Submitted,7131 7143 S YATES BLVD,60649,4.0,false,SOUTH SHORE,Multifamily Housing,70000,1930,1,2783,87,1043858.4,3503277,,,,65,94.3,63.7,,359.7,5.1,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2019,100984,1604 1610 W SHERWIN AVE,Not Submitted,1604 1610 W SHERWIN AVE,,0.0,false,ROGERS PARK,,,,,,,,,,,,,,,,,,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2019,101013,7332 N. Damen,Submitted,7320 7332 N DAMEN AVE,60645,4.0,false,ROGERS PARK,Multifamily Housing,55000,1922,1,,74,763585.1,5789205.1,,,,119.1,149.4,118.1,,434.5,7.9,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2019,101503,5604 5624 S WABASH AVE,Not Submitted,5604 5624 S WABASH AVE,,0.0,false,WASHINGTON PARK,,,,,,,,,,,,,,,,,,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2019,101030,Oakwood Shores Sr,Submitted,3750  S COTTAGE GROVE AVE,60653,3.0,false,OAKLAND,Multifamily Housing,76017,2012,1,1706,62,1849771.8,3434229.9,,,,69.5,115.6,68.3,,490.1,6.4,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2019,101032,Parkview Towers Apartments,Submitted,5110  S DR MARTIN LUTHER KING JR DR,60615,3.0,false,WASHINGTON PARK,Multifamily Housing,114328,1969,1,,66,1990451.6,8606295,,,,92.7,,,,,,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2019,101038,2111 W Roosevelt Rd,Submitted,2111 W Roosevelt Rd,60608,4.0,false,NEAR WEST SIDE,Office,458947,2006,1,5821,87,24710956.2,15679031.3,,,,88.1,186.7,86.5,,4945.9,10.8,41.86578401,-87.67979313,"(41.86578401, -87.67979313)"
2019,101039,Marshall Metro HS -CPS,Not Submitted,3250 W Adams St,,0.0,false,EAST GARFIELD PARK,,,,,,,,,,,,,,,,,,41.87909618,-87.70740611,"(41.87909618, -87.70740611)"
2019,101043,Manley Career Academy HS -CPS,Not Submitted,2935 W Polk St,,0.0,false,EAST GARFIELD PARK,,,,,,,,,,,,,,,,,,41.87077924,-87.69973292,"(41.87077924, -87.69973292)"
2019,101086,1016 W HOLLYWOOD AVE,Not Submitted,1016  W HOLLYWOOD AVE,,0.0,false,EDGEWATER,,,,,,,,,,,,,,,,,,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
